CKEY;CREF;CNUM;CEND;TEXTCODE;NAME
;;;;14.2.5.7.;14.2.5.7. Точечный массаж
;;;;14.2.5.8.;14.2.5.8. Электрорефлексотерапия
;;;;14.2.5.9.;14.2.5.9. Микроволновая резонансная рефлексо- терапия
;;;;15.;15. РЕАБИЛИТАЦИЯ  (в ОКД)
;;;;15.1.;15.1. КУРС РЕАБИЛИТАЦИИ БОЛЬНОГО, ПЕРЕНЕСШЕ- ГО ОСТРЫЙ ИНФАРКТ МИОКАРДА (1.5 ГОДА)
;;;;15.1.1.;15.1.1. I этап (период временной нетрудоспособности)
;;;;15.1.2.;15.1.2. II этап (первый год с момента восстановления)
;;;;15.1.3.;15.1.3. III этап (второй год с момента восстановления)
;;;;15.2.;15.2. КУРС РЕАБИЛИТАЦИИ БОЛЬНЫХ ПОСЛЕ ВЫПОЛНЕНИЯ ОПЕРАЦИИ НА СЕРДЦЕ
;;;;15.2.1.;15.2.1. I этап (период временной нетрудоспособности)
;;;;15.2.1.;15.2.1. I этап (период временной нетрудоспособности)
;;;;15.2.2.;15.2.2. II этап (первый год с момента восстановления)
;;;;15.2.2.;15.2.2. II этап (первый год с момента восстановления)
;;;;15.2.3.;15.2.3. III этап (второй год с момента восстановления)
;;;;15.3.;15.3. КУРС НАБЛЮДЕНИЯ БОЛЬНОГО С ЛЕГОЧНОЙ ГИПЕРТЕНЗИЕЙ
;;;;16.;16. Стоматология (взрослые)
;;;;16.10.;16.10. Хирургическая стоматология
;;;;16.10.1.;16.10.1. Прием (осмотр, консультация) врача- стоматолога-хирурга первичный
;;;;16.10.10.;16.10.10. Биопсия слизистой преддверия полости рта
;;;;16.10.10.;16.10.10. Биопсия слизистой преддверия полости рта
;;;;16.10.11.;16.10.11. Биопсия тканей губы
;;;;16.10.11.;16.10.11. Биопсия тканей губы
;;;;16.10.12.;16.10.12. Пункция кисты полости рта
;;;;16.10.12.;16.10.12. Пункция кисты полости рта
;;;;16.10.13.;16.10.13. Бужирование протоков слюнных желез
;;;;16.10.13.;16.10.13. Бужирование протоков слюнных желез
;;;;16.10.14.;16.10.14. Пункция слюнной железы
;;;;16.10.14.;16.10.14. Пункция слюнной железы
;;;;16.10.15.;16.10.15. Пункция тканей полости рта
;;;;16.10.15.;16.10.15. Пункция тканей полости рта
;;;;16.10.16.;16.10.16. Пункция языка
;;;;16.10.16.;16.10.16. Пункция языка
;;;;16.10.17.;16.10.17. Биопсия слизистой ротоглотки
;;;;16.10.17.;16.10.17. Биопсия слизистой ротоглотки
;;;;16.10.18.;16.10.18. Пункция губы
;;;;16.10.18.;16.10.18. Пункция губы
;;;;16.10.19.;16.10.19. Пункция патологического образования слизистой преддверия полости рта
;;;;16.10.19.;16.10.19. Пункция патологического образования слизистой преддверия полости рта
;;;;16.10.2.;16.10.2. Прием (осмотр, консультация) врача- стоматолога-хирурга повторный
;;;;16.10.20.;16.10.20. Биопсия слюнной железы
;;;;16.10.20.;16.10.20. Биопсия слюнной железы
;;;;16.10.21.;16.10.21. Наложение повязки при операции в челюстно-лицевой области
;;;;16.10.21.;16.10.21. Наложение повязки при операции в челюстно-лицевой области
;;;;16.10.22.;16.10.22. Наложение повязки при операциях в полости рта
;;;;16.10.22.;16.10.22. Наложение повязки при операциях в полости рта
;;;;16.10.23.;16.10.23. Хирургическая обработка раны или инфицированной ткани6
;;;;16.10.23.;16.10.23. Хирургическая обработка раны или инфицированной ткани6
;;;;16.10.23.;16.10.23. Хирургическая обработка раны или инфицированной ткани6
;;;;16.10.24.;16.10.24. Сшивание кожи и подкожной клетчатки7
;;;;16.10.24.;16.10.24. Сшивание кожи и подкожной клетчатки7
;;;;16.10.24.;16.10.24. Сшивание кожи и подкожной клетчатки7
;;;;16.10.25.;16.10.25. Наложение шва на слизистую оболочку рта
;;;;16.10.25.;16.10.25. Наложение шва на слизистую оболочку рта
;;;;16.10.25.;16.10.25. Наложение шва на слизистую оболочку рта
;;;;16.10.26.;16.10.26. Вскрытие и дренирование флегмоны (абсцесса)
;;;;16.10.26.;16.10.26. Вскрытие и дренирование флегмоны (абсцесса)
;;;;16.10.27.;16.10.27. Удаление атеромы
;;;;16.10.27.;16.10.27. Удаление атеромы
;;;;16.10.28.;16.10.28. Иссечение грануляции
;;;;16.10.28.;16.10.28. Иссечение грануляции
;;;;16.10.29.;16.10.29. Вправление вывиха сустава
;;;;16.10.29.;16.10.29. Вправление вывиха сустава
;;;;16.10.29.;16.10.29. Вправление вывиха сустава
;;;;16.10.3.;16.10.3. Внутрикостное введение лекарственных препаратов
;;;;16.10.3.;16.10.3. Внутрикостное введение лекарственных препаратов
;;;;16.10.3.;16.10.3. Внутрикостное введение лекарственных препаратов
;;;;16.10.3.;16.10.3. Внутрикостное введение лекарственных препаратов
;;;;16.10.30.;16.10.30. Остановка луночного кровотечения без наложения швов методом тампонады
;;;;16.10.30.;16.10.30. Остановка луночного кровотечения без наложения швов методом тампонады
;;;;16.10.30.;16.10.30. Остановка луночного кровотечения без наложения швов методом тампонады
;;;;16.10.31.;16.10.31. Остановка луночного кровотечения без наложения швов с использованием гемостатических материалов
;;;;16.10.31.;16.10.31. Остановка луночного кровотечения без наложения швов с использованием гемостатических материалов
;;;;16.10.31.;16.10.31. Остановка луночного кровотечения без наложения швов с использованием гемостатических материалов
;;;;16.10.32.;16.10.32. Удаление временного зуба
;;;;16.10.32.;16.10.32. Удаление временного зуба
;;;;16.10.32.;16.10.32. Удаление временного зуба
;;;;16.10.33.;16.10.33. Удаление постоянного зуба
;;;;16.10.33.;16.10.33. Удаление постоянного зуба
;;;;16.10.33.;16.10.33. Удаление постоянного зуба
;;;;16.10.34.;16.10.34. Удаление зуба сложное с разъединением корней
;;;;16.10.34.;16.10.34. Удаление зуба сложное с разъединением корней
;;;;16.10.34.;16.10.34. Удаление зуба сложное с разъединением корней
;;;;16.10.35.;16.10.35. Операция удаления ретинированного, дистопированного или сверхкомплектного зуба
;;;;16.10.35.;16.10.35. Операция удаления ретинированного, дистопированного или сверхкомплектного зуба
;;;;16.10.37.;16.10.37. Вскрытие подслизистого или поднадкостничного очага воспаления в полости рта
;;;;16.10.37.;16.10.37. Вскрытие подслизистого или поднадкостничного очага воспаления в полости рта
;;;;16.10.37.;16.10.37. Вскрытие подслизистого или поднадкостничного очага воспаления в полости рта
;;;;16.10.38.;16.10.38. Вскрытие и дренирование одонтогенного абсцесса
;;;;16.10.38.;16.10.38. Вскрытие и дренирование одонтогенного абсцесса
;;;;16.10.38.;16.10.38. Вскрытие и дренирование одонтогенного абсцесса
;;;;16.10.39.;16.10.39. Отсроченный кюретаж лунки удаленного зуба
;;;;16.10.39.;16.10.39. Отсроченный кюретаж лунки удаленного зуба
;;;;16.10.4.;16.10.4. Наложение шины при переломах костей5
;;;;16.10.4.;16.10.4. Наложение шины при переломах костей5
;;;;16.10.4.;16.10.4. Наложение шины при переломах костей5
;;;;16.10.40.;16.10.40. Вскрытие и дренирование абсцесса полости рта
;;;;16.10.40.;16.10.40. Вскрытие и дренирование абсцесса полости рта
;;;;16.10.40.;16.10.40. Вскрытие и дренирование абсцесса полости рта
;;;;16.10.41.;16.10.41. Вскрытие и дренирование очага воспаления мягких тканей лица или  дна полости рта
;;;;16.10.41.;16.10.41. Вскрытие и дренирование очага воспаления мягких тканей лица или  дна полости рта
;;;;16.10.41.;16.10.41. Вскрытие и дренирование очага воспаления мягких тканей лица или  дна полости рта
;;;;16.10.42.;16.10.42. Цистотомия или цистэктомия
;;;;16.10.42.;16.10.42. Цистотомия или цистэктомия
;;;;16.10.43.;16.10.43. Коррекция объема и формы альвеолярного отростка9
;;;;16.10.43.;16.10.43. Коррекция объема и формы альвеолярного отростка9
;;;;16.10.43.;16.10.43. Коррекция объема и формы альвеолярного отростка9
;;;;16.10.44.;16.10.44. Лечение перикоронита (промывание, рассечение и/или иссечение капюшона)
;;;;16.10.44.;16.10.44. Лечение перикоронита (промывание, рассечение и/или иссечение капюшона)
;;;;16.10.44.;16.10.44. Лечение перикоронита (промывание, рассечение и/или иссечение капюшона)
;;;;16.10.45.;16.10.45. Промывание протока слюнной железы
;;;;16.10.45.;16.10.45. Промывание протока слюнной железы
;;;;16.10.46.;16.10.46. Удаление камней из протоков слюнных желез
;;;;16.10.46.;16.10.46. Удаление камней из протоков слюнных желез
;;;;16.10.47.;16.10.47. Иссечение свища мягких тканей
